"author","title","post_time","like","hate","article"
"LukeSkywaker","[新聞] MLB／塞揚票選支持柯爾的孤鳥現身 官網記","Fri Nov 19 12:52:11 2021","387","42","MLB／塞揚票選支持柯爾的孤鳥現身 官網記者解釋原因
2021-11-19 12:04 聯合新聞網 / 綜合報導
https://uc.udn.com.tw/photo/2021/11/19/0/14588740.jpg
柯爾再次屈居塞揚票選第二，而他收到的唯一一張第一名選票引起熱議，官網記者貝克坦
承他就是那隻孤鳥。 美聯社
藍鳥左投瑞伊（Robbie Ray）以壓倒性29張第一名選票，榮登美聯塞揚得主。可惜只差一
票就就能成為聯盟第19位全票通過得獎者。不少人好奇是誰跑票投給排名第二的洋基王牌
柯爾(Gerrit Cole)？
https://twitter.com/bronkema_grant/status/1461111574576484358?s=20
答案很快揭曉，大聯盟官網際者貝克(Jason Beck)在Twitter上承認自己就是那位孤鳥，
也解釋原因：「我就是投給柯爾的唯一支持者，這真的是很激烈的競爭，我透過各種數據
系統幫助我做出選擇，柯爾有超過12項都位居領先，雖然這不是唯一評選標準，但確實讓
兩人分出高下，足以讓我投給柯爾。」

https://twitter.com/beckjason/status/1461118375799795724?s=20

顯然瑞伊名列美聯領先的投球局數193.1局、248次三振、被上壘率1.04、防禦率2.84等傳
統數據並不足以說服貝克，雖然他並沒有明確指出柯爾是在那些項目勝出，但根據他的說
法可能更看重進階數據，而柯爾在獨立防禦率（FIP）、三振保送比(Strikeout-to-walk
ratio)和球員綜合評價fWAR等項目，確實都勝過瑞伊。
就貝克差這一票，讓瑞伊無緣跟進去年的印地安人投手三冠王畢柏(Shane Bieber)，成為
全票通過塞揚獎得主，不過至少貝克這票沒有對結果造成重大影響，瑞伊還是創下了塞揚
投手前一年防禦率6.62的最高紀錄，浴火重生的表現已載入史冊。

https://udn.com/news/story/6999/5902191?from=udn-catebreaknews_ch2
--
https://imgur.com/N7AQOXO
https://imgur.com/kWCmh5i
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.137.247.60 (臺灣)
"
"paidzou","[問題] 看到今年 大家還記得費古洛嗎?","Fri Nov 19 09:32:13 2021","102","55","2007年費古洛加盟統一獅
一開始表現平平
但總冠軍拿下1 4 7三勝
之後2013年又回歸統一拿下半季10勝
今年是不是有費古洛147特攻的fu?
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.8.33.98 (臺灣)
"
"tananadishow","[分享] 獅象歷年總冠軍澄清湖戰績","Fri Nov 19 05:14:44 2021","55","51","註1：中信兄弟6次總冠軍賽未在澄清湖出賽過，故列前身兄弟象供參考
註2：本篇僅計算總冠軍戰，未包含季後挑戰賽
統一獅 5勝5敗
2013 vs 義大犀牛
G4 勝 9：2
2012 vs Lamigo桃猿
G2 敗 4：6
2009 vs 兄弟象
G3 敗 4：5
2008 vs 兄弟象
G2 勝 5：4
2007 vs La New 熊
G1 勝 10：2
G2 勝 7：3
G6 敗 5：6
G7 勝 4：2
2006 vs La New 熊
G1 敗 3：4
2004 vs 興農牛
G1 敗 1：4
------------------------------------------------------
兄弟象 2勝3敗
2009 vs 統一獅
G3 勝 5：4
2008 vs 統一獅
G2 敗 4：5
2003 vs 興農牛
G1 勝 2：0
G2 敗 1：9
G5 敗 4：5 （阿讓漏踩壘包事件）


如果通算高雄地區（加上立德）
統一獅 6勝7敗
兄弟象 4勝5敗

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 110.28.94.6 (臺灣)
"
"Adicia","[新聞] 中職》統一獅年輕選手關鍵戰役會害怕 高","Thu Nov 18 23:13:31 2021","23","77","
中職》統一獅年輕選手關鍵戰役會害怕 高志綱怎麼看？
https://sports.ltn.com.tw/news/breakingnews/3741504

〔記者羅志朋／新北報導〕統一獅拿到下半季冠軍和台灣大賽門票，獅象連兩年爭霸，獅
隊首席教練高志綱表示，中信兄弟一直以來都很難打，他們戰力維持得不錯，短期比賽的
是比臨場反應，有可能誰在當時狀況好，誰的機會就比較大，如果狀況不好還是要堅持住
，要利用其他方法發揮。
高志綱說，上半季後半段的時候，球隊因為表現不順，最後被中信兄弟拿下季冠軍，後來
有開個會聊一下，重新再來過，但下半季後半段那個壓力的感覺又出現了，一直提醒選手
去享受壓力。
高志綱認為，「這都是過程，不管結果是好是壞，只要你在場上每一年都會遇到，要打沒
壓力的球，每一年成績都不會太好，那就準備秋訓吧，希望選手在過程中學習面對，有些
年輕選手還是會害怕，但都是過程，對他們生涯是很棒的經驗，這時候壓力撐不住，台灣
大賽怎麼辦?」

--

        這裡有很多寫 C# 的工程師
 https://t.me/joinchat/Z_QiCPoBW79hNTU1
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.229.249.182 (臺灣)
"
"Keira1990","[問題] 要是TS的GAME1一直0:0該怎麼辦?","Thu Nov 18 22:17:32 2021","35","42","用粗暴的言論評論一下
要打總冠軍賽的兩隊近況都不是很好
一隊烙賽一隊便秘
都無法有效率的產出(分數)

加上G1第一場八成是德VS布
要是第一場就一直0:0該怎麼辦
這樣會不會讓中華職棒很沒面子?
--
   ⊙.<       (∩_∩)       (⊙o⊙)           謝謝你，學長
(●) (●)    (●) (●)     (●) (●)               2014.1.29
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.58.179.78 (臺灣)
"
"richshen","[討論] 邦邦是不是很夠意思?","Thu Nov 18 21:56:22 2021","588","71","那個
邦邦是不是很夠意思
momo台居然沒有切掉
還把畫面直接給外野

錢公曾公也加班
好人邦??
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.147.22.187 (臺灣)
"
"kershaw1221","[情報] 爪魯閣開張","Thu Nov 18 21:33:47 2021","82","14","
龍龍10:2兄弟
八局下半
一三壘有人 李凱威棒打黃恩賜一個清壘二壘安打
直接把壘上兩人送回來
看來喵喵穩到不行了吧
-----
Sent from JPTT on my iPhone
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 49.216.177.103 (臺灣)
"
"whj0530","[新聞] 德保拉總冠軍賽147特攻？助總談可能性","Thu Nov 18 20:26:57 2021","78","60","德保拉總冠軍賽147特攻？助總談可能性
記者王真魚／高雄報導
中信兄弟洋投德保拉19日登板先發，尋求投手三冠王；今年台灣大賽是否「147」特攻，
兄弟總教練林威助認為機率低，「是不排除，但前提是用球必須精簡，才有可能。」
兄弟冠軍賽輪值未定，唯一可以確定是德保拉會先發；今年對戰統一獅6勝0敗，防禦率僅
1.72，是否在第1、4、7場出賽，助總說：「除非是用球少，或是他自己反應，還是要看
戰況需求。」
德保拉對獅隊有絕對壓制力，助總認為，面對更高張力的台灣大賽，臨場狀況很難說，更
何況是要「147」特攻，「只休3天就上場，身體恢復可能會有影響，盡可能不要，除非當
下情勢特殊，才會考慮。」
先發輪值傷腦筋，林威助進一步指出，現在牛棚戰力缺左投，也在評估再添左投，「如果
投手狀況都正常，原則上是帶11到12位投手，不好的話，可能就是再加1名。」
德保拉本季累積180次三振，確定拿下三振王，16勝只落後布雷克1勝，勝投相同時，將比
較防禦率。德保拉目前防禦率1.78領先布雷克，明天最後先發若能夠奪勝並降低失分，很
有機會連霸三冠王。

https://sports.ettoday.net/news/2127014#ixzz7CZVrcPcH
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 59.127.156.168 (臺灣)
"
"asdf1256","[新聞] 「法官」賈吉想誓死效忠洋基 球團卻遲遲","Thu Nov 18 16:00:19 2021","485","142","「法官」賈吉想誓死效忠洋基 球團卻遲遲無動作
洋基明星外野手賈吉（Aaron Judge），距離成為自由球員的時間還剩一年，他日前展現
忠心，表示想要未來職業生涯都在洋基度過，不過，球團到現在還未與他商談延長合約，
也讓賈吉未來去向存有一些擔憂。
賈吉先前提到，沒有比洋基更棒的地方，並表示沒有想為其他球隊效力的想法，「我有一
個願望，希望能在洋基結束我的職業生涯。如果我能決定，希望在未來10年都能成為洋基
隊的一員。」
洋基老闆史坦布瑞納（Hal Steinbrenner）對此做出回應，「他絕對是洋基的代表之一，
也是一位偉大的領袖，在隊上的表現很出色，對於延長合約之事，我絕對會與總管凱許曼
（Brian Cashman）討論。」不過目前仍未與賈吉的經紀人聊過延長合約。
通常各球隊會在11月到1月處理自由市場球員和進行球隊交易，並在2月、3月進行延長合
約。但也有例外，像是藍鳥就在近日提前延長強投貝瑞歐斯（Jose Berrios）的合約，然
而延長合約被擱置的情況並不少見。
賈吉上一季出賽148場，繳出.287/.373/.533的打擊三圍，其中包括39轟，並以WAR6.0高
居美聯第五名。明年將以31歲的年齡進入自由市場的賈吉，也被媒體認定，理應要與「春
天哥」史普林格（George Springer）在31歲和藍鳥簽下6年1.5億美元合約等值，甚至價
格還要在高，不過近期因傷所困的他，也可能有掉價的可能。
https://bit.ly/3FqQxK7
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.195.148.24 (臺灣)
"
"richshen","[討論] 同樣70萬 你是GM的話 會簽陳陳還是鏞基?","Thu Nov 18 13:25:17 2021","257","189","那個
鏞基今年月薪70萬 --->但退化了
剛好跟最近很夯的陳陳一樣 --->有點壞掉
都是70萬
阿 還有一個70萬去打高爾夫了
如果啦
你是球隊GM
一樣都要花70萬
你會簽陳陳還是鏞基??

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 27.147.22.187 (臺灣)
"
"uyrmb47","Re: [新聞] 將帥失和話題燒 餅總2字箴言","Thu Nov 18 09:32:12 2021","426","162","這件事明明就很簡單
就事情本身肯定是布相對問題較大
但就整體而言 這件事終究不是2+3和布魯斯能搞出來的
布魯斯會不理紅中甚至挑戰紅中 背後一定有人挺 層級肯定是管理層
不然不可能直接把吳良換掉
紅中背後也一定有管理層挺 不然布魯斯不會走那麼快
2+3 vs 布魯斯 的背後只是呈現富邦管理層的不專業與內鬥成性
每年都有內鬥 球員有問題 教練團有問題 但最大的問題肯定是管理層
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 114.24.67.247 (臺灣)
"
"Gotham","[新聞] 米蘭達隔24天韓國大賽先發　5局失1分敗投","Wed Nov 17 23:59:11 2021","92","85","
記者歐建智／綜合報導
韓國職棒總冠軍賽今天（17日）第3戰，斗山熊洋投米蘭達相隔24天出賽，頭戴寫著「
SOS CUBA」反政府的帽子，投5局飆出6次三振，因陽春砲失1分，最後斗山熊以1比3輸球
，米蘭達扛敗投，斗山熊以0勝3敗落後KT巫師。
米蘭達10月24日出賽後，因肩膀疲勞休息3星期以上，季後賽都還沒登板過，在與KT巫師
的總冠軍賽第3戰登板。
這場比賽KT巫師派出同為古巴出身的戴斯潘（Odrisamer Despaigne）先發，成就韓國大
賽首次「古巴對決」，加上斗山熊洋砲費南德茲 (Jose Fernandez)也是來自古巴，第一
次總冠軍賽同場有3位古巴球員。
古巴正在發生要求自由和釋放政治犯的大規模反政府抗議活動，米蘭達帽子右側寫著「「
SOS CUBA」字樣出賽，從今年夏天開始，他就戴著這頂帽子出賽。
在今天的比賽，米蘭達先發5局用82球，球速最快150公里，被5支安打、6次三振、2次四
死球，五局上被巫師37歲老將朴慶洙轟出陽春砲失1分，因此吞下敗投。
由於斗山熊目前是0勝3敗劣勢，巫師第4戰贏球即可奪冠，斗山熊只能亞運，米蘭達應該
會就此關機。

原文網址: 米蘭達隔24天韓國大賽先發　5局失1分敗投斗山熊0勝3敗 | ETtoday運動雲
 | ETtoday新聞雲 https://sports.ettoday.net/news/2126214#ixzz7CUWdxsHH
Follow us: @ETtodaynet on Twitter | ETtoday on Facebook

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.71.96.166 (臺灣)
"
"saiulbb","[新聞] Kapler獲選國聯最佳總教練　Cash寫美聯歷史","Wed Nov 17 22:24:19 2021","320","28","1. 新聞來源：
TSNA
2. 新聞標題：
Kapler獲選國聯最佳總教練　Cash寫美聯歷史
3. 新聞內容：
作者：賴意文 ‧ 2021年11月17日 12:05
https://live.staticflickr.com/65535/50588107898_bc70c00c09_c.jpg
Kevin Cash。（達志影像資料照）
美國職棒大聯盟與美國棒球作家協會今天（17日）宣布今年2聯盟年度最佳總教練獎得主
，帶領舊金山巨人奪下隊史紀錄107勝的Gabe Kapler首度獲獎，坦帕灣光芒Kevin Cash，
則成為美聯第1位連霸的總教練。
Kapler在2019年11月成為巨人隊史第37位總教練，執教首季受到疫情影響，在60場比賽中
巨人贏得29勝，勝率不到5成。不過今年巨人打出絕佳表現，最後繳出107勝55敗的大聯盟
最佳戰績，Kapler也因此獲得國聯最佳總教練獎肯定。
美聯得主同樣是美聯戰績最佳球隊的總教練，在Cash的帶領下，光芒本季打出100勝62敗
戰績，是美聯唯一百勝球隊，Cash也連2年得獎，成為此獎項自1983年頒發起至今，美聯
第1位連2年獲獎的得獎者。國聯史上也只有1名總教練連霸，生涯4度獲獎的Bobby Cox，
在2004與2005年連2年得獎。
在全部30張選票中，Kapler獲得28張第1名、1張第2名選票。總分143分名列第1。以75分
名列第2的密爾瓦基釀酒人總教練Craig Counsell，以及以25分名列第3的聖路易紅雀總教
練Mike Shildt，也各拿到1張第1名選票。Shildt已經在季後賽期間被開除。
美聯部分，Cash獲得19張第1名、3張第2名、5張第3名選票，總分109分。西雅圖水手總教
練Scott Servais有5張第1名選票，71分名列第2。休士頓太空人總教練Dusty Baker有2張
第1名選票，33分名列第3。多倫多藍鳥總教練Charlie Montoyo有3張第3名選票，23分名
列第4。波士頓紅襪總教練Alex Cora有1張第1名選票，16分名列第5。
4. 新聞連結：
https://www.tsna.com.tw/tw/news/show.php?num=42388
5. 備註：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.56.143.149 (臺灣)
"
"kiwibee","[討論] 明天龍贏或獅贏 統一都會封王","Wed Nov 17 21:35:17 2021","115","198","
不知道明天新莊的球迷
會不會關注澄清湖的比賽
因為其實可以非自力封王
加上中信兄弟這幾場出局如風
蠻有可能比喵先打完的
-----
Sent from JPTT on my Realme RMX2020.
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.30.32 (臺灣)
"
"hans7192","Re: [討論] 中職最嘴砲的球員是鄉長嗎？","Wed Nov 17 20:09:04 2021","94","24","※ 引述《c654321000 (leehi )》之銘言：
: 如題，中職最嘴砲的球員是誰？我覺得是鄉長，常常在社群上面嘴砲，很喜歡酸人，但被酸感覺又有點崩潰的感覺，還有哪些球員也很嘴砲的？
: -----
: Sent from JPTT on my Xiaomi 2107113SG.
最嘴砲球員當然是胡金龍阿
還穿著義大球衣時就酸當時老闆林義守
""老爸有錢 兒子就會讀書""
去年則在LINE群組說
""打爆富邦 換總A  各位校友加油""
連續嘴當時的2任老闆
別說中職最嘴砲球員
MLB一堆簽大約的選手也沒這樣酸過老闆
說他是有棒球以來最嘴的棒球選手也不為過
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 123.204.23.90 (臺灣)
"
"thnlkj0665","[Live] 韓國大賽 Game 3   kt巫師隊 VS 斗山熊隊","Wed Nov 17 17:18:04 2021","12","177","  2021年韓國大賽 系列賽第三戰    斗山熊隊 0：2 kt巫師隊   米蘭達先發  
【kt巫師隊-先發球員名單】
第一棒   趙容浩    (左外野手)
第二棒   黃載均    (三壘手)
第三棒   姜白虎    (一壘手)
第四棒   柳漢俊    (指定打擊)
第五棒   J. Hoying (右外野手)
第六棒   張成宇    (捕  手)
第七棒   裵梃旲    (中外野手)
第八棒   朴慶洙    (二壘手)
第九棒   沈佑俊    (游擊手)
本場先發投手：Odrisamer Despaigne
今年球季投球成績：13勝10敗   防禦率 3.39
季賽個人對戰數據：一勝一敗   防禦率 5.40


【斗山熊隊-先發球員名單】
第一棒   鄭秀彬    (中外野手)
第二棒   朴健祐    (右外野手)
第三棒   Jose Miguel Fernandez (指定打擊)
第四棒   金宰煥    (左外野手)
第五棒   姜勝淏    (二壘手)
第六棒   梁碩桓    (一壘手)
第七棒   許敬民    (三壘手)
第八棒   朴世爀    (捕  手)
第九棒   朴桂範    (游擊手)
本場先發投手：Ariel Miranda
今年球季投球成績：14勝5敗    防禦率 2.33
季賽個人對戰數據：一勝一敗   防禦率 4.26


韓國大賽系列戰比賽場地：高尺天空巨蛋

今天比賽預計將於台灣時間下午五點三十分來開打

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 218.35.163.74 (臺灣)
"
